Initializing...
It is recommended that this program runs with GNU screen!
create db.txt file based on date
all friends of top12k twitter accounts and their profile are stored in the db, now we start to find their most followed friends
query to find number of followers of friends and to store the output in friends file.
         269257 function calls (260423 primitive calls) in 0.892 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _internal.py:241(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 threading.py:750(Thread)
        1    0.000    0.000    0.000    0.000 datetime.py:1558(datetime)
        1    0.000    0.000    0.000    0.000 times.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:555(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
        1    0.000    0.000    0.000    0.000 __init__.py:887(createLock)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        1    0.000    0.000    0.000    0.000 pathlib.py:395(_NormalAccessor)
        5    0.000    0.000    0.000    0.000 son.py:46(__new__)
       24    0.000    0.000    0.000    0.000 six.py:180(find_module)
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1966(Chebyshev)
        7    0.000    0.000    0.000    0.000 core.py:2562(_arraymethod)
        2    0.000    0.000    0.000    0.000 os.py:684(__delitem__)
        1    0.000    0.000    0.000    0.000 _setmixin.py:7(SetMixin)
        5    0.000    0.000    0.000    0.000 read_preferences.py:102(__init__)
       15    0.000    0.000    0.000    0.000 ssl.py:965(_sslcopydoc)
        4    0.000    0.000    0.000    0.000 re.py:331(filter)
        1    0.000    0.000    0.000    0.000 cookies.py:253(Morsel)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 abstracts.py:1226(MySQLCursorAbstract)
        1    0.000    0.000    0.000    0.000 zipfile.py:1191(ZipFile)
       40    0.000    0.000    0.000    0.000 _pydecimal.py:3920(<genexpr>)
        5    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 helpers.py:3(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1810(chararray)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
       26    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 polynomial.py:1009(poly1d)
        1    0.000    0.000    0.000    0.000 subprocess.py:1706(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(concatenate)
       27    0.000    0.000    0.000    0.000 _add_newdocs.py:6743(<genexpr>)
       32    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       16    0.000    0.000    0.000    0.000 _string_helpers.py:44(english_upper)
        6    0.000    0.000    0.000    0.000 functools.py:487(lru_cache)
       17    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 conversion.py:114(MySQLConverter)
        1    0.000    0.000    0.000    0.000 client.py:767(HTTPConnection)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:754(exec_module)
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
        1    0.000    0.000    0.000    0.000 pool.py:289(PoolOptions)
       13    0.000    0.000    0.000    0.000 _internal.py:830(npy_ctypes_check)
       13    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 client.py:224(HTTPResponse)
        5    0.000    0.000    0.000    0.000 connection_cext.py:115(_server_status)
        1    0.000    0.000    0.000    0.000 inspect.py:2730(Signature)
        1    0.000    0.000    0.000    0.000 cursor_cext.py:76(CMySQLCursor)
        2    0.000    0.000    0.000    0.000 functools.py:186(<setcomp>)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        4    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(<module>)
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x7fab15cbc1f0}
        1    0.000    0.000    0.000    0.000 {built-in method posix.open}
        6    0.000    0.000    0.000    0.000 six.py:123(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1977(IPv6Interface)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 cursor_cext.py:394(close)
       44    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       10    0.000    0.000    0.000    0.000 connection_cext.py:599(result_set_available)
        2    0.000    0.000    0.000    0.000 weakref.py:284(update)
        9    0.000    0.000    0.000    0.000 __init__.py:1220(__init__)
       19    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 datetime.py:789(date)
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        3    0.000    0.000    0.000    0.000 abstracts.py:617(<listcomp>)
        1    0.000    0.000    0.000    0.000 request.py:323(Request)
        1    0.000    0.000    0.000    0.000 threading.py:505(__init__)
        1    0.000    0.000    0.000    0.000 client_session.py:338(ClientSession)
        5    0.000    0.000    0.000    0.000 {method 'insert_id' of '_mysql_connector.MySQL' objects}
        5    0.000    0.000    0.000    0.000 constants.py:616(get_info)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        1    0.000    0.000    0.000    0.000 server.py:30(Server)
        1    0.000    0.000    0.000    0.000 authorization.py:22(AuthorizationEndpoint)
        1    0.000    0.000    0.000    0.000 threading.py:903(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 __init__.py:244(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 legendre.py:1613(Legendre)
       10    0.000    0.000    0.000    0.000 __future__.py:81(__init__)
       21    0.000    0.000    0.000    0.000 __init__.py:153(_maybe_ord)
        1    0.000    0.000    0.000    0.000 monitoring.py:651(_PoolEvent)
        2    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        1    0.000    0.000    0.000    0.000 base64mime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:250(_ctypes)
        1    0.000    0.000    0.000    0.000 laguerre.py:1578(Laguerre)
        1    0.000    0.000    0.000    0.000 common.py:883(_CaseInsensitiveDictionary)
        1    0.000    0.000    0.000    0.000 hermite.py:1627(Hermite)
        1    0.000    0.000    0.000    0.000 sessions.py:337(Session)
        1    0.000    0.000    0.000    0.000 utf_8.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 retry.py:162(__init__)
        1    0.000    0.000    0.000    0.000 client.py:106(<dictcomp>)
        4    0.000    0.000    0.000    0.000 sre_parse.py:1054(expand_template)
        1    0.000    0.000    0.000    0.000 models.py:587(Response)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
        1    0.000    0.000    0.000    0.000 timeout.py:19(Timeout)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        3    0.000    0.000    0.000    0.000 abstracts.py:725(set_login)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(copyto)
        2    0.000    0.000    0.000    0.000 codecs.py:94(__new__)
        1    0.000    0.000    0.000    0.000 monitoring.py:1181(_EventListeners)
        1    0.000    0.000    0.000    0.000 pool.py:499(SocketInfo)
        2    0.000    0.000    0.000    0.000 abstracts.py:1233(__init__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 command_cursor.py:29(CommandCursor)
        1    0.000    0.000    0.000    0.000 tempfile.py:623(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 ipaddress.py:385(_IPAddressBase)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 request.py:1697(URLopener)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1077(_BaseV4)
        1    0.000    0.000    0.000    0.000 protocol.py:46(MySQLProtocol)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1621(HermiteE)
        3    0.000    0.000    0.000    0.000 constants.py:671(get_charset_info)
        1    0.000    0.000    0.000    0.000 defmatrix.py:74(matrix)
        1    0.000    0.000    0.000    0.000 __init__.py:1748(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 request_validator.py:13(RequestValidator)
        1    0.000    0.000    0.000    0.000 records.py:100(format_parser)
        6    0.000    0.000    0.000    0.000 __init__.py:652(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 codec_options.py:39(TypeEncoder)
        1    0.000    0.000    0.000    0.000 bz2.py:30(BZ2File)
        2    0.000    0.000    0.000    0.000 codec_options.py:120(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:1211(time)
        1    0.000    0.000    0.000    0.000 change_stream.py:58(ChangeStream)
        1    0.000    0.000    0.000    0.000 datetime.py:469(timedelta)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 retry.py:30(Retry)
        1    0.000    0.000    0.000    0.000 url.py:54(<listcomp>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:517(__init__)
       23    0.000    0.000    0.000    0.000 overrides.py:202(array_function_from_dispatcher)
       25    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
        2    0.000    0.000    0.000    0.000 core.py:6440(__setattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:1268(TextareaElement)
        1    0.000    0.000    0.000    0.000 idna.py:147(encode)
        1    0.000    0.000    0.000    0.000 __init__.py:426(validate)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 message.py:873(_BulkWriteContext)
        1    0.000    0.000    0.000    0.000 __init__.py:1607(InputElement)
        1    0.000    0.000    0.000    0.000 __init__.py:1377(Logger)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:437(__init__)
        1    0.000    0.000    0.000    0.000 topology_description.py:36(TopologyDescription)
        1    0.000    0.000    0.000    0.000 monitoring.py:870(ConnectionCheckOutFailedEvent)
        1    0.000    0.000    0.000    0.000 mimetypes.py:58(MimeTypes)
        4    0.000    0.000    0.000    0.000 functools.py:932(__init__)
        6    0.000    0.000    0.000    0.000 abstracts.py:681(isset_client_flag)
       39    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 dbref.py:23(DBRef)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:4(<module>)
        1    0.000    0.000    0.000    0.000 configparser.py:1237(SectionProxy)
        1    0.000    0.000    0.000    0.000 threading.py:222(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:284(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        2    0.000    0.000    0.000    0.000 py3compat.py:28(abstractproperty)
        1    0.000    0.000    0.000    0.000 oauth1_session.py:52(OAuth1Session)
        1    0.000    0.000    0.000    0.000 utf8prober.py:35(UTF8Prober)
        1    0.000    0.000    0.000    0.000 subprocess.py:907(__exit__)
        2    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
        1    0.000    0.000    0.000    0.000 tempfile.py:768(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 binary.py:177(Binary)
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        1    0.000    0.000    0.000    0.000 son.py:32(SON)
        1    0.000    0.000    0.000    0.000 inspect.py:2445(Parameter)
        1    0.000    0.000    0.000    0.000 base.py:23(BaseEndpoint)
        1    0.000    0.000    0.000    0.000 monitoring.py:1140(ServerHeartbeatFailedEvent)
        1    0.000    0.000    0.000    0.000 hmac.py:26(HMAC)
        2    0.000    0.000    0.000    0.000 connection_cext.py:372(free_result)
        1    0.000    0.000    0.000    0.000 __init__.py:1467(RadioGroup)
        1    0.000    0.000    0.000    0.000 signals.py:16(_FakeSignal)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:64(ConnectionPool)
        2    0.000    0.000    0.000    0.000 contextlib.py:379(_create_cb_wrapper)
        1    0.000    0.000    0.000    0.000 message.py:1583(_OpMsg)
        1    0.000    0.000    0.000    0.000 __init__.py:1737(__init__)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 threading.py:364(notify_all)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:49(check_compatibility)
        1    0.000    0.000    0.000    0.000 constants.py:728(SQLMode)
        1    0.000    0.000    0.000    0.000 __init__.py:1237(InputMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:79(get_version_string)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1330(IPv4Interface)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 timestamp.py:27(Timestamp)
        1    0.000    0.000    0.000    0.000 __init__.py:39(Client)
        1    0.000    0.000    0.000    0.000 bulk.py:143(_Bulk)
        1    0.000    0.000    0.000    0.000 settings.py:29(TopologySettings)
        1    0.000    0.000    0.000    0.000 enum.py:36(_make_class_unpicklable)
        1    0.000    0.000    0.000    0.000 connection.py:71(HTTPConnection)
       37    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 {built-in method time.strftime}
